time,close,volume
2024-02-02 00:01:53,2302.97,0.5787
2024-02-02 00:01:54,2302.98,0.0365
2024-02-02 00:01:55,2302.98,0.5248
2024-02-02 00:01:56,2302.98,0.0276
2024-02-02 00:01:57,2302.98,0.036
2024-02-02 00:01:58,2302.97,3.1943
2024-02-02 00:01:59,2302.99,1.974
2024-02-02 00:02:00,2302.99,1.0461
2024-02-02 00:02:01,2303.22,10.9862
2024-02-02 00:02:02,2303.21,1.6946
2024-02-02 00:02:03,2303.49,7.5327
2024-02-02 00:02:04,2303.49,0.4036
2024-02-02 00:02:05,2303.49,2.4049
2024-02-02 00:02:06,2303.49,0.0
2024-02-02 00:02:07,2303.7,0.1018
2024-02-02 00:02:08,2303.79,1.1923
2024-02-02 00:02:09,2303.8,0.0108
2024-02-02 00:02:10,2303.81,0.5775
2024-02-02 00:02:11,2303.81,0.0
2024-02-02 00:02:12,2303.82,1.3178
2024-02-02 00:02:13,2303.82,0.0
2024-02-02 00:02:14,2303.44,32.2056
2024-02-02 00:02:15,2302.99,30.3799
2024-02-02 00:02:16,2302.83,3.4297
2024-02-02 00:02:17,2302.81,0.0119
2024-02-02 00:02:18,2302.81,0.211
2024-02-02 00:02:19,2302.81,1.4898
2024-02-02 00:02:20,2302.81,0.0
2024-02-02 00:02:21,2302.81,0.0084
2024-02-02 00:02:22,2302.81,10.983
2024-02-02 00:02:23,2302.81,0.8748
2024-02-02 00:02:24,2302.81,0.0244
2024-02-02 00:02:25,2302.81,0.011
2024-02-02 00:02:26,2302.8,0.6451
2024-02-02 00:02:27,2302.42,3.631
2024-02-02 00:02:28,2302.38,0.2089
2024-02-02 00:02:29,2302.37,0.2929
2024-02-02 00:02:30,2302.38,0.5545
2024-02-02 00:02:31,2302.38,0.0
2024-02-02 00:02:32,2302.38,0.0
2024-02-02 00:02:33,2302.15,1.1718
2024-02-02 00:02:34,2302.14,0.0078
2024-02-02 00:02:35,2302.14,0.5151
2024-02-02 00:02:36,2302.14,0.0041
2024-02-02 00:02:37,2301.99,1.2291
2024-02-02 00:02:38,2301.89,1.3144
2024-02-02 00:02:39,2301.89,0.484
2024-02-02 00:02:40,2301.89,0.2907
2024-02-02 00:02:41,2301.89,0.013
2024-02-02 00:02:42,2301.89,0.48
2024-02-02 00:02:43,2301.89,50.0549
2024-02-02 00:02:44,2301.88,0.0203
2024-02-02 00:02:45,2301.89,0.0041
2024-02-02 00:02:46,2301.9,35.3116
2024-02-02 00:02:47,2302.15,18.5591
2024-02-02 00:02:48,2302.14,0.1272
2024-02-02 00:02:49,2302.35,11.3832
2024-02-02 00:02:50,2301.96,33.0255
2024-02-02 00:02:51,2301.75,2.7667
2024-02-02 00:02:52,2301.75,0.0106
2024-02-02 00:02:53,2301.74,0.4854
2024-02-02 00:02:54,2301.74,0.2855
2024-02-02 00:02:55,2301.84,2.0459
2024-02-02 00:02:56,2301.87,0.0194
2024-02-02 00:02:57,2301.87,0.0
2024-02-02 00:02:58,2301.87,0.0
2024-02-02 00:02:59,2301.86,3.6266
2024-02-02 00:03:00,2301.87,0.7722
2024-02-02 00:03:01,2301.72,3.2617
2024-02-02 00:03:02,2301.6,1.0122
2024-02-02 00:03:03,2301.6,0.0
2024-02-02 00:03:04,2301.61,0.0103
2024-02-02 00:03:05,2301.61,0.0
2024-02-02 00:03:06,2301.61,2.3554
2024-02-02 00:03:07,2301.61,0.0772
2024-02-02 00:03:08,2301.61,0.0126
2024-02-02 00:03:09,2301.71,0.622
2024-02-02 00:03:10,2301.72,0.0024
2024-02-02 00:03:11,2301.71,0.0039
2024-02-02 00:03:12,2301.77,1.1081
2024-02-02 00:03:13,2301.89,10.2626
2024-02-02 00:03:14,2302.07,11.4709
2024-02-02 00:03:15,2302.07,0.0
2024-02-02 00:03:16,2302.07,0.042
2024-02-02 00:03:17,2302.08,0.01
2024-02-02 00:03:18,2301.87,3.9987
2024-02-02 00:03:19,2301.86,6.5839
2024-02-02 00:03:20,2301.86,0.0
2024-02-02 00:03:21,2301.87,2.1352
2024-02-02 00:03:22,2301.86,0.0074
2024-02-02 00:03:23,2301.87,0.1052
2024-02-02 00:03:24,2301.87,0.0022
2024-02-02 00:03:25,2301.87,0.2324
2024-02-02 00:03:26,2301.86,0.0617
2024-02-02 00:03:27,2301.86,0.029
2024-02-02 00:03:28,2301.87,0.7324
2024-02-02 00:03:29,2301.87,0.0
2024-02-02 00:03:30,2301.87,0.0094
2024-02-02 00:03:31,2301.86,0.3335
2024-02-02 00:03:32,2301.86,0.1097
2024-02-02 00:03:33,2301.87,0.0091
2024-02-02 00:03:34,2301.87,0.0451
2024-02-02 00:03:35,2301.85,0.2791
2024-02-02 00:03:36,2301.85,0.0
2024-02-02 00:03:37,2301.77,0.2847
2024-02-02 00:03:38,2301.77,0.2526
2024-02-02 00:03:39,2301.76,0.0039
2024-02-02 00:03:40,2301.77,0.052
2024-02-02 00:03:41,2301.77,0.018
2024-02-02 00:03:42,2301.77,0.1445
2024-02-02 00:03:43,2301.76,0.027
2024-02-02 00:03:44,2301.76,1.0942
2024-02-02 00:03:45,2301.76,0.0
2024-02-02 00:03:46,2301.76,0.0
2024-02-02 00:03:47,2301.77,0.0105
2024-02-02 00:03:48,2301.6,65.0011
2024-02-02 00:03:49,2301.6,0.0
2024-02-02 00:03:50,2301.6,0.0051
2024-02-02 00:03:51,2301.61,0.0102
2024-02-02 00:03:52,2301.61,0.0
2024-02-02 00:03:53,2301.61,1.1383
2024-02-02 00:03:54,2301.61,0.0148
2024-02-02 00:03:55,2301.61,0.008
2024-02-02 00:03:56,2301.61,1.3713
2024-02-02 00:03:57,2301.6,1.1717
2024-02-02 00:03:58,2301.61,0.1885
2024-02-02 00:03:59,2301.6,0.7426
2024-02-02 00:04:00,2301.61,0.7482
2024-02-02 00:04:01,2301.6,0.9844
2024-02-02 00:04:02,2301.61,0.2011
2024-02-02 00:04:03,2301.6,0.6153
2024-02-02 00:04:04,2301.61,1.3435
2024-02-02 00:04:05,2301.6,1.2211
2024-02-02 00:04:06,2301.6,1.4996
2024-02-02 00:04:07,2301.61,0.0713
2024-02-02 00:04:08,2301.61,0.1857
2024-02-02 00:04:09,2301.6,0.2172
2024-02-02 00:04:10,2301.61,0.0213
2024-02-02 00:04:11,2301.61,0.0
2024-02-02 00:04:12,2301.61,0.0826
2024-02-02 00:04:13,2301.61,0.0087
2024-02-02 00:04:14,2301.6,0.0151
2024-02-02 00:04:15,2301.6,0.1309
2024-02-02 00:04:16,2301.6,0.0
2024-02-02 00:04:17,2301.45,46.543
2024-02-02 00:04:18,2301.44,1.8256
2024-02-02 00:04:19,2300.84,51.1372
2024-02-02 00:04:20,2300.84,1.6585
2024-02-02 00:04:21,2300.71,0.378
2024-02-02 00:04:22,2300.71,0.0981
2024-02-02 00:04:23,2300.71,0.0
2024-02-02 00:04:24,2300.71,0.0
2024-02-02 00:04:25,2300.71,0.0
2024-02-02 00:04:26,2300.7,2.7386
2024-02-02 00:04:27,2300.84,10.1453
2024-02-02 00:04:28,2300.85,0.0596
2024-02-02 00:04:29,2301.0,1.0204
2024-02-02 00:04:30,2301.03,0.6509
2024-02-02 00:04:31,2301.09,0.0712
2024-02-02 00:04:32,2301.13,0.248
2024-02-02 00:04:33,2301.37,2.5943
2024-02-02 00:04:34,2301.44,1.9864
2024-02-02 00:04:35,2301.44,0.0077
2024-02-02 00:04:36,2301.44,0.0
2024-02-02 00:04:37,2301.44,0.0168
2024-02-02 00:04:38,2301.45,0.4439
2024-02-02 00:04:39,2301.63,5.9168
2024-02-02 00:04:40,2302.19,11.8113
2024-02-02 00:04:41,2302.2,1.0407
2024-02-02 00:04:42,2302.19,0.0055
2024-02-02 00:04:43,2302.2,0.0098
2024-02-02 00:04:44,2302.19,0.2044
2024-02-02 00:04:45,2302.2,5.0779
2024-02-02 00:04:46,2302.19,0.088
2024-02-02 00:04:47,2302.19,0.0362
2024-02-02 00:04:48,2302.19,0.2276
2024-02-02 00:04:49,2302.19,0.0
2024-02-02 00:04:50,2302.19,0.0
2024-02-02 00:04:51,2302.19,0.0
2024-02-02 00:04:52,2302.2,0.0962
2024-02-02 00:04:53,2302.2,3.9603
2024-02-02 00:04:54,2302.2,0.2614
2024-02-02 00:04:55,2302.2,0.0
2024-02-02 00:04:56,2302.2,0.0211
2024-02-02 00:04:57,2302.2,0.5288
2024-02-02 00:04:58,2302.2,0.1414
2024-02-02 00:04:59,2302.19,0.3473
2024-02-02 00:05:00,2302.2,0.9581
2024-02-02 00:05:01,2302.19,0.014
2024-02-02 00:05:02,2302.19,0.2279
2024-02-02 00:05:03,2302.19,0.0
2024-02-02 00:05:04,2302.2,0.0336
2024-02-02 00:05:05,2302.2,0.1167
2024-02-02 00:05:06,2302.2,0.0
2024-02-02 00:05:07,2302.37,7.41
2024-02-02 00:05:08,2302.38,0.2773
2024-02-02 00:05:09,2302.59,12.5004
2024-02-02 00:05:10,2302.82,3.1419
2024-02-02 00:05:11,2302.82,1.0856
2024-02-02 00:05:12,2302.81,1.1149
2024-02-02 00:05:13,2302.81,0.1699
2024-02-02 00:05:14,2302.81,0.0
2024-02-02 00:05:15,2302.51,0.9642
2024-02-02 00:05:16,2302.43,0.1388
2024-02-02 00:05:17,2302.41,0.0093
2024-02-02 00:05:18,2302.38,1.8249
2024-02-02 00:05:19,2302.39,0.0082
2024-02-02 00:05:20,2302.38,0.0984
2024-02-02 00:05:21,2302.39,0.0074
2024-02-02 00:05:22,2302.39,0.556
2024-02-02 00:05:23,2302.39,1.1119
2024-02-02 00:05:24,2302.39,0.5543
2024-02-02 00:05:25,2302.39,0.0381
2024-02-02 00:05:26,2302.39,1.7824
2024-02-02 00:05:27,2302.38,1.1544
2024-02-02 00:05:28,2302.39,0.0076
2024-02-02 00:05:29,2302.39,0.094
2024-02-02 00:05:30,2302.2,23.2941
2024-02-02 00:05:31,2302.01,4.788
2024-02-02 00:05:32,2302.02,0.0107
2024-02-02 00:05:33,2302.02,0.0
2024-02-02 00:05:34,2302.02,0.1159
2024-02-02 00:05:35,2302.01,0.006
2024-02-02 00:05:36,2302.01,0.8237
2024-02-02 00:05:37,2302.02,0.0099
2024-02-02 00:05:38,2302.02,9.6353
2024-02-02 00:05:39,2302.02,0.0
2024-02-02 00:05:40,2302.01,1.0202
2024-02-02 00:05:41,2302.79,14.9551
2024-02-02 00:05:42,2302.89,2.2347
2024-02-02 00:05:43,2302.89,0.0
2024-02-02 00:05:44,2302.89,0.0
2024-02-02 00:05:45,2302.89,0.6436
2024-02-02 00:05:46,2302.89,0.0217
2024-02-02 00:05:47,2302.89,0.0
2024-02-02 00:05:48,2302.88,0.05
2024-02-02 00:05:49,2302.89,0.0035
2024-02-02 00:05:50,2302.89,0.5208
2024-02-02 00:05:51,2302.89,0.0
2024-02-02 00:05:52,2302.89,0.0
2024-02-02 00:05:53,2302.89,0.0
2024-02-02 00:05:54,2302.88,0.2228
2024-02-02 00:05:55,2302.89,0.0123
2024-02-02 00:05:56,2302.89,0.0954
2024-02-02 00:05:57,2302.88,0.9948
2024-02-02 00:05:58,2302.89,0.0173
2024-02-02 00:05:59,2302.89,1.3005
2024-02-02 00:06:00,2302.65,21.0495
2024-02-02 00:06:01,2302.71,1.3819
2024-02-02 00:06:02,2302.84,0.2961
2024-02-02 00:06:03,2302.93,0.0578
2024-02-02 00:06:04,2302.93,0.01
2024-02-02 00:06:05,2302.73,5.4385
2024-02-02 00:06:06,2302.74,0.2248
2024-02-02 00:06:07,2302.74,9.9008
2024-02-02 00:06:08,2302.56,1.0753
2024-02-02 00:06:09,2302.56,0.0
2024-02-02 00:06:10,2302.51,6.6935
2024-02-02 00:06:11,2302.51,0.0
2024-02-02 00:06:12,2302.52,1.1745
2024-02-02 00:06:13,2302.52,0.0
2024-02-02 00:06:14,2302.51,0.0171
2024-02-02 00:06:15,2302.51,0.0531
2024-02-02 00:06:16,2302.52,0.0101
2024-02-02 00:06:17,2302.51,0.012
2024-02-02 00:06:18,2302.37,4.6539
2024-02-02 00:06:19,2302.37,0.2216
2024-02-02 00:06:20,2302.32,0.1192
2024-02-02 00:06:21,2302.32,0.0264
2024-02-02 00:06:22,2302.31,0.1208
2024-02-02 00:06:23,2302.32,1.4029
2024-02-02 00:06:24,2302.31,0.0535
2024-02-02 00:06:25,2302.32,0.01
2024-02-02 00:06:26,2302.54,9.4733
2024-02-02 00:06:27,2302.53,0.102
2024-02-02 00:06:28,2302.48,4.3665
2024-02-02 00:06:29,2302.47,4.6008
2024-02-02 00:06:30,2302.19,6.676
2024-02-02 00:06:31,2301.89,4.6872
2024-02-02 00:06:32,2301.9,0.5924
2024-02-02 00:06:33,2301.9,0.0
2024-02-02 00:06:34,2301.89,1.0622
2024-02-02 00:06:35,2301.89,0.0
2024-02-02 00:06:36,2301.89,0.0
2024-02-02 00:06:37,2301.9,0.0255
2024-02-02 00:06:38,2301.61,5.4834
2024-02-02 00:06:39,2301.55,2.218
2024-02-02 00:06:40,2301.55,4.3462
2024-02-02 00:06:41,2301.55,4.347
2024-02-02 00:06:42,2301.56,0.7818
2024-02-02 00:06:43,2301.55,4.4349
2024-02-02 00:06:44,2301.55,0.0152
2024-02-02 00:06:45,2301.55,4.347
2024-02-02 00:06:46,2301.55,0.0
2024-02-02 00:06:47,2301.56,0.0076
2024-02-02 00:06:48,2301.56,0.3346
2024-02-02 00:06:49,2301.55,0.0295
2024-02-02 00:06:50,2301.56,1.0652
2024-02-02 00:06:51,2301.55,0.0056
2024-02-02 00:06:52,2301.56,0.0703
2024-02-02 00:06:53,2301.55,0.2
2024-02-02 00:06:54,2301.55,0.0
2024-02-02 00:06:55,2301.56,3.5097
2024-02-02 00:06:56,2301.99,34.8583
2024-02-02 00:06:57,2301.91,3.4389
2024-02-02 00:06:58,2301.91,0.3559
2024-02-02 00:06:59,2301.91,0.7715
2024-02-02 00:07:00,2301.92,0.8469
2024-02-02 00:07:01,2301.91,0.643
2024-02-02 00:07:02,2301.92,14.0014
2024-02-02 00:07:03,2301.92,0.0
2024-02-02 00:07:04,2301.92,0.0
2024-02-02 00:07:05,2301.92,0.0081
2024-02-02 00:07:06,2301.92,0.0609
2024-02-02 00:07:07,2301.92,0.0151
2024-02-02 00:07:08,2301.92,0.0142
2024-02-02 00:07:09,2301.91,0.0357
2024-02-02 00:07:10,2301.91,0.0
2024-02-02 00:07:11,2301.92,0.143
2024-02-02 00:07:12,2301.7,62.1865
2024-02-02 00:07:13,2301.65,5.1096
2024-02-02 00:07:14,2301.64,0.0072
2024-02-02 00:07:15,2301.65,0.4344
2024-02-02 00:07:16,2301.75,1.9664
2024-02-02 00:07:17,2301.78,0.0107
2024-02-02 00:07:18,2301.78,0.0
2024-02-02 00:07:19,2301.77,2.4088
2024-02-02 00:07:20,2301.77,1.3408
2024-02-02 00:07:21,2301.77,0.0
2024-02-02 00:07:22,2301.77,0.0492
2024-02-02 00:07:23,2301.67,0.7548
2024-02-02 00:07:24,2301.54,0.4033
2024-02-02 00:07:25,2301.54,0.0051
2024-02-02 00:07:26,2301.55,0.0077
2024-02-02 00:07:27,2301.55,0.0
2024-02-02 00:07:28,2301.55,0.0
2024-02-02 00:07:29,2301.47,0.4303
2024-02-02 00:07:30,2301.46,3.274
2024-02-02 00:07:31,2301.46,0.0076
2024-02-02 00:07:32,2301.46,0.0091
2024-02-02 00:07:33,2301.46,0.0
2024-02-02 00:07:34,2301.46,0.0
2024-02-02 00:07:35,2301.45,2.5206
2024-02-02 00:07:36,2301.46,0.011
2024-02-02 00:07:37,2301.46,0.0
2024-02-02 00:07:38,2301.46,0.0834
2024-02-02 00:07:39,2301.36,5.0114
2024-02-02 00:07:40,2301.36,0.0
2024-02-02 00:07:41,2301.36,0.0372
2024-02-02 00:07:42,2301.36,0.0103
2024-02-02 00:07:43,2301.36,0.0321
2024-02-02 00:07:44,2301.35,0.8724
2024-02-02 00:07:45,2301.36,3.4421
2024-02-02 00:07:46,2301.36,0.2732
2024-02-02 00:07:47,2301.36,0.155
2024-02-02 00:07:48,2301.36,0.0092
2024-02-02 00:07:49,2301.36,0.0346
2024-02-02 00:07:50,2301.36,0.0
2024-02-02 00:07:51,2301.36,0.0
2024-02-02 00:07:52,2301.63,8.7082
2024-02-02 00:07:53,2301.81,0.868
2024-02-02 00:07:54,2301.83,0.0131
2024-02-02 00:07:55,2301.83,0.8041
2024-02-02 00:07:56,2301.83,0.0917
2024-02-02 00:07:57,2301.83,0.9672
2024-02-02 00:07:58,2301.84,1.6009
2024-02-02 00:07:59,2302.0,1.581
2024-02-02 00:08:00,2302.0,1.3966
2024-02-02 00:08:01,2302.0,0.0
2024-02-02 00:08:02,2302.0,0.0998
2024-02-02 00:08:03,2301.99,0.0054
2024-02-02 00:08:04,2302.19,1.5079
2024-02-02 00:08:05,2302.23,0.0407
2024-02-02 00:08:06,2302.26,0.0895
2024-02-02 00:08:07,2302.47,4.5108
2024-02-02 00:08:08,2302.59,0.5912
2024-02-02 00:08:09,2302.59,0.0
2024-02-02 00:08:10,2302.61,0.0328
2024-02-02 00:08:11,2302.62,0.0112
2024-02-02 00:08:12,2302.61,0.9152
2024-02-02 00:08:13,2302.62,0.0677
2024-02-02 00:08:14,2302.62,0.0
2024-02-02 00:08:15,2302.62,0.0104
2024-02-02 00:08:16,2302.62,1.3028
2024-02-02 00:08:17,2302.61,0.7493
2024-02-02 00:08:18,2302.62,0.0757
2024-02-02 00:08:19,2302.62,0.0104
2024-02-02 00:08:20,2302.61,1.7414
2024-02-02 00:08:21,2302.61,10.9575
2024-02-02 00:08:22,2302.61,0.2292
2024-02-02 00:08:23,2302.41,13.3477
2024-02-02 00:08:24,2302.14,12.3792
2024-02-02 00:08:25,2302.14,0.0
2024-02-02 00:08:26,2302.14,1.2027
2024-02-02 00:08:27,2302.14,4.3345
2024-02-02 00:08:28,2302.14,0.0948
2024-02-02 00:08:29,2302.13,0.007
2024-02-02 00:08:30,2302.13,1.0342
2024-02-02 00:08:31,2302.29,25.6499
2024-02-02 00:08:32,2302.29,0.0122
2024-02-02 00:08:33,2302.29,0.0151
2024-02-02 00:08:34,2302.29,1.1175
2024-02-02 00:08:35,2302.11,0.3874
2024-02-02 00:08:36,2302.01,14.4733
2024-02-02 00:08:37,2302.01,0.0087
2024-02-02 00:08:38,2302.01,1.0671
2024-02-02 00:08:39,2302.24,9.8519
2024-02-02 00:08:40,2302.4,0.6618
2024-02-02 00:08:41,2302.62,0.1608
2024-02-02 00:08:42,2302.62,0.2056
2024-02-02 00:08:43,2302.68,0.8478
2024-02-02 00:08:44,2302.94,0.8437
2024-02-02 00:08:45,2302.95,0.0105
2024-02-02 00:08:46,2302.98,0.0068
2024-02-02 00:08:47,2302.99,5.0684
2024-02-02 00:08:48,2303.24,1.3333
2024-02-02 00:08:49,2303.24,0.0915
2024-02-02 00:08:50,2303.24,0.0434
2024-02-02 00:08:51,2303.24,0.0
2024-02-02 00:08:52,2303.24,0.0
2024-02-02 00:08:53,2303.24,2.9985
2024-02-02 00:08:54,2303.4,0.8009
2024-02-02 00:08:55,2303.41,0.015
2024-02-02 00:08:56,2303.59,0.9027
2024-02-02 00:08:57,2303.59,0.0
2024-02-02 00:08:58,2303.6,0.0606
2024-02-02 00:08:59,2303.59,1.1342
2024-02-02 00:09:00,2303.61,2.4295
2024-02-02 00:09:01,2303.67,0.3948
2024-02-02 00:09:02,2303.67,0.0
2024-02-02 00:09:03,2303.68,0.0083
2024-02-02 00:09:04,2303.99,10.7587
2024-02-02 00:09:05,2304.0,4.1497
2024-02-02 00:09:06,2304.0,0.0099
2024-02-02 00:09:07,2304.42,17.9274
2024-02-02 00:09:08,2304.42,0.0
2024-02-02 00:09:09,2304.43,1.9478
2024-02-02 00:09:10,2304.43,0.4346
2024-02-02 00:09:11,2304.43,0.0
2024-02-02 00:09:12,2304.43,4.487
2024-02-02 00:09:13,2304.42,2.2176
2024-02-02 00:09:14,2304.37,14.1713
2024-02-02 00:09:15,2304.37,0.0
2024-02-02 00:09:16,2304.36,0.0051
2024-02-02 00:09:17,2304.37,0.7426
2024-02-02 00:09:18,2304.37,1.0655
2024-02-02 00:09:19,2304.36,0.0273
2024-02-02 00:09:20,2304.36,0.0
2024-02-02 00:09:21,2304.36,11.1632
2024-02-02 00:09:22,2304.37,0.0192
2024-02-02 00:09:23,2304.37,0.0035
2024-02-02 00:09:24,2304.36,0.0055
2024-02-02 00:09:25,2304.37,0.0097
2024-02-02 00:09:26,2304.37,0.0
2024-02-02 00:09:27,2304.43,0.666
2024-02-02 00:09:28,2304.42,0.0863
2024-02-02 00:09:29,2304.42,0.0
2024-02-02 00:09:30,2304.43,0.0151
2024-02-02 00:09:31,2304.43,0.0029
2024-02-02 00:09:32,2304.43,0.0149
2024-02-02 00:09:33,2304.43,0.0076
2024-02-02 00:09:34,2304.42,0.0208
2024-02-02 00:09:35,2304.42,0.27
2024-02-02 00:09:36,2304.43,1.6081
2024-02-02 00:09:37,2304.43,0.0
2024-02-02 00:09:38,2304.43,0.288
2024-02-02 00:09:39,2304.43,0.0
2024-02-02 00:09:40,2304.43,0.1582
2024-02-02 00:09:41,2304.42,0.0079
2024-02-02 00:09:42,2304.43,0.951
2024-02-02 00:09:43,2304.43,0.0102
2024-02-02 00:09:44,2304.43,0.1653
2024-02-02 00:09:45,2304.43,0.1526
2024-02-02 00:09:46,2304.43,0.0
2024-02-02 00:09:47,2304.43,0.3872
2024-02-02 00:09:48,2304.43,0.2881
2024-02-02 00:09:49,2304.43,0.4203
2024-02-02 00:09:50,2304.16,17.9416
2024-02-02 00:09:51,2304.15,1.8019
2024-02-02 00:09:52,2304.16,0.3204
2024-02-02 00:09:53,2304.16,0.0
2024-02-02 00:09:54,2304.15,0.0478
2024-02-02 00:09:55,2304.15,1.9344
2024-02-02 00:09:56,2304.16,3.1957
2024-02-02 00:09:57,2304.16,0.0
2024-02-02 00:09:58,2304.15,0.3738
2024-02-02 00:09:59,2304.16,1.2692
2024-02-02 00:10:00,2304.16,1.2214
2024-02-02 00:10:01,2304.16,0.0
2024-02-02 00:10:02,2304.16,0.0212
2024-02-02 00:10:03,2303.85,3.4999
2024-02-02 00:10:04,2303.85,6.2826
2024-02-02 00:10:05,2303.64,1.5905
2024-02-02 00:10:06,2303.64,0.0375
2024-02-02 00:10:07,2303.64,0.0
2024-02-02 00:10:08,2303.65,0.2803
2024-02-02 00:10:09,2303.65,0.0
2024-02-02 00:10:10,2303.65,0.0183
2024-02-02 00:10:11,2303.64,0.3592
2024-02-02 00:10:12,2303.64,1.4945
2024-02-02 00:10:13,2303.64,0.0245
2024-02-02 00:10:14,2303.64,0.0
